Participant_Identifier	Embryo_Number	Granular_Annotation_CURIE	General_Annotation_CURIE
9	6	ZP:0003437	ZP:0003437
9	13	ZP:0003437	ZP:0003437
9	18	ZP:0003437	ZP:0003437
9	22	ZP:0003437	ZP:0003437
9	4	ZP:0004969	ZP:0001129
9	6	ZP:0004969	ZP:0001129
9	10	ZP:0004969	ZP:0001129
9	13	ZP:0004969	ZP:0001129
9	16	ZP:0004969	ZP:0001129
9	18	ZP:0004969	ZP:0001129
9	22	ZP:0004969	ZP:0001129
9	4	ZP:0005012	ZP:0127724
9	18	ZP:0005012	ZP:0127724
9	13	ZP:0005930	ZP:0000107
9	1	ZP:0007203	ZP:0007203
9	2	ZP:0007203	ZP:0007203
9	4	ZP:0007203	ZP:0007203
9	5	ZP:0007203	ZP:0007203
9	6	ZP:0007203	ZP:0007203
9	9	ZP:0007203	ZP:0007203
9	11	ZP:0007203	ZP:0007203
9	12	ZP:0007203	ZP:0007203
9	13	ZP:0007203	ZP:0007203
9	14	ZP:0007203	ZP:0007203
9	15	ZP:0007203	ZP:0007203
9	16	ZP:0007203	ZP:0007203
9	17	ZP:0007203	ZP:0007203
9	18	ZP:0007203	ZP:0007203
9	19	ZP:0007203	ZP:0007203
9	20	ZP:0007203	ZP:0007203
9	21	ZP:0007203	ZP:0007203
9	22	ZP:0007203	ZP:0007203
9	23	ZP:0007203	ZP:0007203
9	24	ZP:0007203	ZP:0007203
9	6	ZP:0009010	ZP:0000624
9	18	ZP:0009010	ZP:0000624
9	15	ZP:0010319	ZP:0001129
9	24	ZP:0010319	ZP:0001129
9	6	ZP:0010319	ZP:0001129
9	10	ZP:0010319	ZP:0001129
9	13	ZP:0010319	ZP:0001129
9	18	ZP:0010319	ZP:0001129
9	22	ZP:0010319	ZP:0001129
9	1	ZP:0014550	ZP:0014550
9	2	ZP:0014550	ZP:0014550
9	4	ZP:0014550	ZP:0014550
9	5	ZP:0014550	ZP:0014550
9	6	ZP:0014550	ZP:0014550
9	9	ZP:0014550	ZP:0014550
9	11	ZP:0014550	ZP:0014550
9	12	ZP:0014550	ZP:0014550
9	13	ZP:0014550	ZP:0014550
9	14	ZP:0014550	ZP:0014550
9	16	ZP:0014550	ZP:0014550
9	18	ZP:0014550	ZP:0014550
9	19	ZP:0014550	ZP:0014550
9	20	ZP:0014550	ZP:0014550
9	22	ZP:0014550	ZP:0014550
9	23	ZP:0014550	ZP:0014550
9	24	ZP:0014550	ZP:0014550
9	10	ZP:0015011	ZP:0007203
9	2	ZP:0015121	ZP:0015121
9	6	ZP:0016092	ZP:0002676
9	22	ZP:0016092	ZP:0002676
9	22	ZP:0127724	ZP:0127724
2	3	normal	normal
2	25	normal	normal
2	9	ZP:0000043	ZP:0000943
2	14	ZP:0000043	ZP:0000943
2	16	ZP:0000043	ZP:0000943
2	22	ZP:0000043	ZP:0000943
2	14	ZP:0000054	ZP:0001609
2	1	ZP:0000054	ZP:0001609
2	2	ZP:0000054	ZP:0001609
2	4	ZP:0000054	ZP:0001609
2	5	ZP:0000054	ZP:0001609
2	9	ZP:0000054	ZP:0001609
2	16	ZP:0000054	ZP:0001609
2	19	ZP:0000054	ZP:0001609
2	23	ZP:0000054	ZP:0001609
2	6	ZP:0000398	ZP:0000398
2	15	ZP:0000398	ZP:0000398
2	22	ZP:0000398	ZP:0000398
2	6	ZP:0000624	ZP:0000624
2	13	ZP:0000624	ZP:0000624
2	15	ZP:0000624	ZP:0000624
2	18	ZP:0000624	ZP:0000624
2	22	ZP:0000624	ZP:0000624
2	2	ZP:0000916	ZP:0007203
2	5	ZP:0000943	ZP:0000943
2	4	ZP:0001129	ZP:0001129
2	13	ZP:0001129	ZP:0001129
2	6	ZP:0001130	ZP:0001129
2	9	ZP:0001130	ZP:0001129
2	10	ZP:0001130	ZP:0001129
2	14	ZP:0001130	ZP:0001129
2	19	ZP:0001130	ZP:0001129
2	23	ZP:0001130	ZP:0001129
2	18	ZP:0001130	ZP:0001129
2	16	ZP:0001130	ZP:0001129
2	1	ZP:0001192	ZP:0000107
2	2	ZP:0001192	ZP:0000107
2	4	ZP:0001192	ZP:0000107
2	5	ZP:0001192	ZP:0000107
2	6	ZP:0001192	ZP:0000107
2	9	ZP:0001192	ZP:0000107
2	11	ZP:0001192	ZP:0000107
2	14	ZP:0001192	ZP:0000107
2	15	ZP:0001192	ZP:0000107
2	16	ZP:0001192	ZP:0000107
2	18	ZP:0001192	ZP:0000107
2	19	ZP:0001192	ZP:0000107
2	20	ZP:0001192	ZP:0000107
2	21	ZP:0001192	ZP:0000107
2	23	ZP:0001192	ZP:0000107
2	24	ZP:0001192	ZP:0000107
2	1	ZP:0001211	ZP:0127709
2	2	ZP:0001211	ZP:0127709
2	4	ZP:0001211	ZP:0127709
2	5	ZP:0001211	ZP:0127709
2	6	ZP:0001211	ZP:0127709
2	9	ZP:0001211	ZP:0127709
2	10	ZP:0001211	ZP:0127709
2	12	ZP:0001211	ZP:0127709
2	13	ZP:0001211	ZP:0127709
2	14	ZP:0001211	ZP:0127709
2	15	ZP:0001211	ZP:0127709
2	16	ZP:0001211	ZP:0127709
2	17	ZP:0001211	ZP:0127709
2	18	ZP:0001211	ZP:0127709
2	19	ZP:0001211	ZP:0127709
2	20	ZP:0001211	ZP:0127709
2	22	ZP:0001211	ZP:0127709
2	23	ZP:0001211	ZP:0127709
2	24	ZP:0001211	ZP:0127709
2	18	ZP:0001601	ZP:0001601
2	22	ZP:0001601	ZP:0001601
2	23	ZP:0001601	ZP:0001601
2	18	ZP:0001609	ZP:0001609
2	24	ZP:0001609	ZP:0001609
2	14	ZP:0002311	ZP:0001609
2	6	ZP:0002311	ZP:0001609
2	22	ZP:0002311	ZP:0001609
2	26	ZP:0002311	ZP:0001609
2	1	ZP:0002676	ZP:0002676
2	2	ZP:0002676	ZP:0002676
2	4	ZP:0002676	ZP:0002676
2	5	ZP:0002676	ZP:0002676
2	6	ZP:0002676	ZP:0002676
2	9	ZP:0002676	ZP:0002676
2	10	ZP:0002676	ZP:0002676
2	12	ZP:0002676	ZP:0002676
2	13	ZP:0002676	ZP:0002676
2	14	ZP:0002676	ZP:0002676
2	15	ZP:0002676	ZP:0002676
2	16	ZP:0002676	ZP:0002676
2	17	ZP:0002676	ZP:0002676
2	18	ZP:0002676	ZP:0002676
2	19	ZP:0002676	ZP:0002676
2	20	ZP:0002676	ZP:0002676
2	21	ZP:0002676	ZP:0002676
2	22	ZP:0002676	ZP:0002676
2	23	ZP:0002676	ZP:0002676
2	24	ZP:0002676	ZP:0002676
2	26	ZP:0002676	ZP:0002676
2	13	ZP:0003437	ZP:0003437
2	16	ZP:0003437	ZP:0003437
2	18	ZP:0003437	ZP:0003437
2	22	ZP:0003437	ZP:0003437
2	26	ZP:0003678	ZP:0001609
2	16	ZP:0004969	ZP:0001129
2	22	ZP:0004969	ZP:0001129
2	6	ZP:0005012	ZP:0127724
2	13	ZP:0005012	ZP:0127724
2	18	ZP:0005012	ZP:0127724
2	22	ZP:0005012	ZP:0127724
2	24	ZP:0005012	ZP:0127724
2	11	ZP:0005125	ZP:0127709
2	26	ZP:0005125	ZP:0127709
2	13	ZP:0005930	ZP:0000107
2	22	ZP:0005930	ZP:0000107
2	1	ZP:0007203	ZP:0007203
2	4	ZP:0007203	ZP:0007203
2	5	ZP:0007203	ZP:0007203
2	6	ZP:0007203	ZP:0007203
2	9	ZP:0007203	ZP:0007203
2	13	ZP:0007203	ZP:0007203
2	14	ZP:0007203	ZP:0007203
2	15	ZP:0007203	ZP:0007203
2	16	ZP:0007203	ZP:0007203
2	19	ZP:0007203	ZP:0007203
2	22	ZP:0007203	ZP:0007203
2	23	ZP:0007203	ZP:0007203
2	24	ZP:0007203	ZP:0007203
2	18	ZP:0010319	ZP:0001129
2	22	ZP:0010319	ZP:0001129
2	6	ZP:0012799	ZP:0012799
2	9	ZP:0012799	ZP:0012799
2	10	ZP:0012799	ZP:0012799
2	13	ZP:0012799	ZP:0012799
2	14	ZP:0012799	ZP:0012799
2	16	ZP:0012799	ZP:0012799
2	18	ZP:0012799	ZP:0012799
2	19	ZP:0012799	ZP:0012799
2	23	ZP:0012799	ZP:0012799
2	2	ZP:0015121	ZP:0015121
2	6	ZP:0015121	ZP:0015121
2	13	ZP:0015121	ZP:0015121
2	18	ZP:0015121	ZP:0015121
2	22	ZP:0015121	ZP:0015121
12	3	normal	normal
12	25	normal	normal
12	2	Not Available	Not Available
12	4	Not Available	Not Available
12	5	Not Available	Not Available
12	6	Not Available	Not Available
12	9	Not Available	Not Available
12	13	Not Available	Not Available
12	15	Not Available	Not Available
12	17	Not Available	Not Available
12	19	Not Available	Not Available
12	22	Not Available	Not Available
12	23	Not Available	Not Available
12	16	ZP:0000043	ZP:0000943
12	6	ZP:0000054	ZP:0001609
12	16	ZP:0000054	ZP:0001609
12	22	ZP:0000054	ZP:0001609
12	26	ZP:0000100	ZP:0000100
12	2	ZP:0000102	ZP:0002676
12	5	ZP:0000102	ZP:0002676
12	6	ZP:0000102	ZP:0002676
12	13	ZP:0000102	ZP:0002676
12	14	ZP:0000102	ZP:0002676
12	18	ZP:0000102	ZP:0002676
12	22	ZP:0000102	ZP:0002676
12	23	ZP:0000102	ZP:0002676
12	4	ZP:0000107	ZP:0000107
12	17	ZP:0000107	ZP:0000107
12	22	ZP:0000107	ZP:0000107
12	23	ZP:0000107	ZP:0000107
12	13	ZP:0000122	ZP:0000624
12	18	ZP:0000122	ZP:0000624
12	6	ZP:0000306	ZP:0000306
12	6	ZP:0000398	ZP:0000398
12	16	ZP:0000398	ZP:0000398
12	22	ZP:0000398	ZP:0000398
12	10	ZP:0000473	ZP:0012799
12	13	ZP:0000473	ZP:0012799
12	16	ZP:0000473	ZP:0012799
12	2	ZP:0000624	ZP:0000624
12	4	ZP:0000916	ZP:0007203
12	6	ZP:0000916	ZP:0007203
12	13	ZP:0000916	ZP:0007203
12	14	ZP:0000916	ZP:0007203
12	15	ZP:0000916	ZP:0007203
12	16	ZP:0000916	ZP:0007203
12	19	ZP:0000916	ZP:0007203
12	23	ZP:0000916	ZP:0007203
12	16	ZP:0001130	ZP:0001129
12	1	ZP:0001192	ZP:0000107
12	2	ZP:0001192	ZP:0000107
12	5	ZP:0001192	ZP:0000107
12	6	ZP:0001192	ZP:0000107
12	14	ZP:0001192	ZP:0000107
12	15	ZP:0001192	ZP:0000107
12	16	ZP:0001192	ZP:0000107
12	19	ZP:0001192	ZP:0000107
12	4	ZP:0001211	ZP:0127709
12	6	ZP:0001211	ZP:0127709
12	12	ZP:0001211	ZP:0127709
12	13	ZP:0001211	ZP:0127709
12	14	ZP:0001211	ZP:0127709
12	15	ZP:0001211	ZP:0127709
12	16	ZP:0001211	ZP:0127709
12	18	ZP:0001211	ZP:0127709
12	19	ZP:0001211	ZP:0127709
12	20	ZP:0001211	ZP:0127709
12	22	ZP:0001211	ZP:0127709
12	24	ZP:0001211	ZP:0127709
12	13	ZP:0001609	ZP:0001609
12	14	ZP:0001609	ZP:0001609
12	23	ZP:0001609	ZP:0001609
12	15	ZP:0002008	ZP:0002008
12	9	ZP:0002060	ZP:0002676
12	16	ZP:0002060	ZP:0002676
12	6	ZP:0002311	ZP:0001609
12	22	ZP:0002311	ZP:0001609
12	26	ZP:0002311	ZP:0001609
12	17	ZP:0002676	ZP:0002676
12	19	ZP:0002676	ZP:0002676
12	13	ZP:0003437	ZP:0003437
12	6	ZP:0005012	ZP:0127724
12	13	ZP:0005012	ZP:0127724
12	18	ZP:0005012	ZP:0127724
12	22	ZP:0005012	ZP:0127724
12	24	ZP:0005012	ZP:0127724
12	23	ZP:0005125	ZP:0127709
12	9	ZP:0005930	ZP:0000107
12	13	ZP:0005930	ZP:0000107
12	20	ZP:0005930	ZP:0000107
12	22	ZP:0007203	ZP:0007203
12	6	ZP:0009010	ZP:0000624
12	4	ZP:0014550	ZP:0014550
12	5	ZP:0014550	ZP:0014550
12	6	ZP:0014550	ZP:0014550
12	9	ZP:0014550	ZP:0014550
12	11	ZP:0014550	ZP:0014550
12	13	ZP:0014550	ZP:0014550
12	14	ZP:0014550	ZP:0014550
12	16	ZP:0014550	ZP:0014550
12	17	ZP:0014550	ZP:0014550
12	18	ZP:0014550	ZP:0014550
12	22	ZP:0014550	ZP:0014550
12	24	ZP:0014550	ZP:0014550
12	20	ZP:0015011	ZP:0007203
12	21	ZP:0015011	ZP:0007203
12	24	ZP:0015011	ZP:0007203
12	15	ZP:0016092	ZP:0002676
12	19	ZP:0016128	ZP:0002008
12	24	ZP:0016128	ZP:0002008
10	3	normal	normal
10	25	normal	normal
10	6	ZP:0000054	ZP:0001609
10	9	ZP:0000054	ZP:0001609
10	14	ZP:0000054	ZP:0001609
10	16	ZP:0000054	ZP:0001609
10	22	ZP:0000054	ZP:0001609
10	6	ZP:0000102	ZP:0002676
10	10	ZP:0000102	ZP:0002676
10	11	ZP:0000102	ZP:0002676
10	12	ZP:0000102	ZP:0002676
10	13	ZP:0000102	ZP:0002676
10	14	ZP:0000102	ZP:0002676
10	16	ZP:0000102	ZP:0002676
10	17	ZP:0000102	ZP:0002676
10	18	ZP:0000102	ZP:0002676
10	19	ZP:0000102	ZP:0002676
10	20	ZP:0000102	ZP:0002676
10	21	ZP:0000102	ZP:0002676
10	22	ZP:0000102	ZP:0002676
10	23	ZP:0000102	ZP:0002676
10	24	ZP:0000102	ZP:0002676
10	26	ZP:0000102	ZP:0002676
10	13	ZP:0000122	ZP:0000624
10	2	ZP:0000398	ZP:0000398
10	6	ZP:0000398	ZP:0000398
10	9	ZP:0000473	ZP:0012799
10	19	ZP:0000473	ZP:0012799
10	18	ZP:0000627	ZP:0000624
10	1	ZP:0000916	ZP:0007203
10	2	ZP:0000916	ZP:0007203
10	14	ZP:0000916	ZP:0007203
10	19	ZP:0000916	ZP:0007203
10	22	ZP:0000916	ZP:0007203
10	23	ZP:0000916	ZP:0007203
10	16	ZP:0001130	ZP:0001129
10	18	ZP:0001130	ZP:0001129
10	23	ZP:0001130	ZP:0001129
10	1	ZP:0001192	ZP:0000107
10	2	ZP:0001192	ZP:0000107
10	4	ZP:0001192	ZP:0000107
10	5	ZP:0001192	ZP:0000107
10	6	ZP:0001192	ZP:0000107
10	9	ZP:0001192	ZP:0000107
10	13	ZP:0001192	ZP:0000107
10	15	ZP:0001192	ZP:0000107
10	16	ZP:0001192	ZP:0000107
10	18	ZP:0001192	ZP:0000107
10	19	ZP:0001192	ZP:0000107
10	20	ZP:0001192	ZP:0000107
10	21	ZP:0001192	ZP:0000107
10	23	ZP:0001192	ZP:0000107
10	1	ZP:0001211	ZP:0127709
10	2	ZP:0001211	ZP:0127709
10	4	ZP:0001211	ZP:0127709
10	5	ZP:0001211	ZP:0127709
10	6	ZP:0001211	ZP:0127709
10	9	ZP:0001211	ZP:0127709
10	10	ZP:0001211	ZP:0127709
10	12	ZP:0001211	ZP:0127709
10	14	ZP:0001211	ZP:0127709
10	15	ZP:0001211	ZP:0127709
10	16	ZP:0001211	ZP:0127709
10	17	ZP:0001211	ZP:0127709
10	18	ZP:0001211	ZP:0127709
10	19	ZP:0001211	ZP:0127709
10	20	ZP:0001211	ZP:0127709
10	22	ZP:0001211	ZP:0127709
10	23	ZP:0001211	ZP:0127709
10	24	ZP:0001211	ZP:0127709
10	2	ZP:0002311	ZP:0001609
10	26	ZP:0002311	ZP:0001609
10	6	ZP:0002311	ZP:0001609
10	13	ZP:0003437	ZP:0003437
10	13	ZP:0004969	ZP:0001129
10	6	ZP:0005012	ZP:0127724
10	18	ZP:0005012	ZP:0127724
10	22	ZP:0005012	ZP:0127724
10	11	ZP:0005125	ZP:0127709
10	6	ZP:0009010	ZP:0000624
10	4	ZP:0010319	ZP:0001129
10	6	ZP:0010319	ZP:0001129
10	10	ZP:0010319	ZP:0001129
10	18	ZP:0010319	ZP:0001129
10	9	ZP:0014550	ZP:0014550
10	24	ZP:0014550	ZP:0014550
10	18	ZP:0015011	ZP:0007203
10	24	ZP:0015011	ZP:0007203
10	15	ZP:0016092	ZP:0002676
10	2	ZP:0019090	ZP:0015121
6	3	normal	normal
6	25	normal	normal
6	5	Not Available	Not Available
6	16	ZP:0000043	ZP:0000943
6	22	ZP:0000043	ZP:0000943
6	22	ZP:0000054	ZP:0001609
6	6	ZP:0000100	ZP:0000100
6	16	ZP:0000100	ZP:0000100
6	18	ZP:0000100	ZP:0000100
6	22	ZP:0000100	ZP:0000100
6	24	ZP:0000100	ZP:0000100
6	26	ZP:0000100	ZP:0000100
6	2	ZP:0000102	ZP:0002676
6	10	ZP:0000102	ZP:0002676
6	11	ZP:0000102	ZP:0002676
6	17	ZP:0000102	ZP:0002676
6	20	ZP:0000102	ZP:0002676
6	21	ZP:0000102	ZP:0002676
6	24	ZP:0000102	ZP:0002676
6	6	ZP:0000107	ZP:0000107
6	9	ZP:0000107	ZP:0000107
6	13	ZP:0000122	ZP:0000624
6	6	ZP:0000398	ZP:0000398
6	14	ZP:0000398	ZP:0000398
6	15	ZP:0000398	ZP:0000398
6	22	ZP:0000398	ZP:0000398
6	2	ZP:0000473	ZP:0012799
6	6	ZP:0000473	ZP:0012799
6	10	ZP:0000473	ZP:0012799
6	13	ZP:0000473	ZP:0012799
6	16	ZP:0000473	ZP:0012799
6	18	ZP:0000473	ZP:0012799
6	23	ZP:0000473	ZP:0012799
6	2	ZP:0000916	ZP:0007203
6	6	ZP:0000916	ZP:0007203
6	9	ZP:0000916	ZP:0007203
6	14	ZP:0000916	ZP:0007203
6	22	ZP:0000916	ZP:0007203
6	23	ZP:0000916	ZP:0007203
6	1	ZP:0000943	ZP:0000943
6	4	ZP:0000943	ZP:0000943
6	5	ZP:0000943	ZP:0000943
6	6	ZP:0000943	ZP:0000943
6	14	ZP:0000943	ZP:0000943
6	18	ZP:0000943	ZP:0000943
6	2	ZP:0001130	ZP:0001129
6	6	ZP:0001130	ZP:0001129
6	9	ZP:0001130	ZP:0001129
6	10	ZP:0001130	ZP:0001129
6	13	ZP:0001130	ZP:0001129
6	14	ZP:0001130	ZP:0001129
6	16	ZP:0001130	ZP:0001129
6	23	ZP:0001130	ZP:0001129
6	1	ZP:0001192	ZP:0000107
6	2	ZP:0001192	ZP:0000107
6	4	ZP:0001192	ZP:0000107
6	14	ZP:0001192	ZP:0000107
6	15	ZP:0001192	ZP:0000107
6	16	ZP:0001192	ZP:0000107
6	18	ZP:0001192	ZP:0000107
6	20	ZP:0001192	ZP:0000107
6	21	ZP:0001192	ZP:0000107
6	22	ZP:0001192	ZP:0000107
6	23	ZP:0001192	ZP:0000107
6	24	ZP:0001192	ZP:0000107
6	2	ZP:0001211	ZP:0127709
6	4	ZP:0001211	ZP:0127709
6	9	ZP:0001211	ZP:0127709
6	12	ZP:0001211	ZP:0127709
6	15	ZP:0001211	ZP:0127709
6	16	ZP:0001211	ZP:0127709
6	20	ZP:0001211	ZP:0127709
6	24	ZP:0001211	ZP:0127709
6	18	ZP:0001601	ZP:0001601
6	22	ZP:0001601	ZP:0001601
6	4	ZP:0001609	ZP:0001609
6	5	ZP:0001609	ZP:0001609
6	9	ZP:0001609	ZP:0001609
6	13	ZP:0001609	ZP:0001609
6	18	ZP:0001609	ZP:0001609
6	2	ZP:0001610	ZP:0001610
6	4	ZP:0001610	ZP:0001610
6	5	ZP:0001610	ZP:0001610
6	6	ZP:0001610	ZP:0001610
6	9	ZP:0001610	ZP:0001610
6	13	ZP:0001610	ZP:0001610
6	14	ZP:0001610	ZP:0001610
6	15	ZP:0001610	ZP:0001610
6	16	ZP:0001610	ZP:0001610
6	18	ZP:0001610	ZP:0001610
6	22	ZP:0001610	ZP:0001610
6	23	ZP:0001610	ZP:0001610
6	1	ZP:0002060	ZP:0002676
6	4	ZP:0002060	ZP:0002676
6	5	ZP:0002060	ZP:0002676
6	6	ZP:0002060	ZP:0002676
6	9	ZP:0002060	ZP:0002676
6	13	ZP:0002060	ZP:0002676
6	14	ZP:0002060	ZP:0002676
6	15	ZP:0002060	ZP:0002676
6	16	ZP:0002060	ZP:0002676
6	18	ZP:0002060	ZP:0002676
6	22	ZP:0002060	ZP:0002676
6	23	ZP:0002060	ZP:0002676
6	6	ZP:0002311	ZP:0001609
6	1	ZP:0002944	ZP:0127709
6	5	ZP:0002944	ZP:0127709
6	6	ZP:0002944	ZP:0127709
6	13	ZP:0002944	ZP:0127709
6	18	ZP:0002944	ZP:0127709
6	22	ZP:0002944	ZP:0127709
6	23	ZP:0002944	ZP:0127709
6	6	ZP:0003437	ZP:0003437
6	9	ZP:0003437	ZP:0003437
6	10	ZP:0003437	ZP:0003437
6	13	ZP:0003437	ZP:0003437
6	16	ZP:0003437	ZP:0003437
6	18	ZP:0003437	ZP:0003437
6	22	ZP:0003437	ZP:0003437
6	23	ZP:0003437	ZP:0003437
6	4	ZP:0003437	ZP:0003437
6	2	ZP:0004969	ZP:0001129
6	4	ZP:0004969	ZP:0001129
6	6	ZP:0004969	ZP:0001129
6	9	ZP:0004969	ZP:0001129
6	10	ZP:0004969	ZP:0001129
6	13	ZP:0004969	ZP:0001129
6	15	ZP:0004969	ZP:0001129
6	18	ZP:0004969	ZP:0001129
6	22	ZP:0004969	ZP:0001129
6	24	ZP:0004969	ZP:0001129
6	6	ZP:0005012	ZP:0127724
6	9	ZP:0005012	ZP:0127724
6	18	ZP:0005012	ZP:0127724
6	22	ZP:0005012	ZP:0127724
6	24	ZP:0005012	ZP:0127724
6	5	ZP:0005930	ZP:0000107
6	13	ZP:0005930	ZP:0000107
6	17	ZP:0005930	ZP:0000107
6	15	ZP:0006124	ZP:0002676
6	16	ZP:0006124	ZP:0002676
6	17	ZP:0006124	ZP:0002676
6	22	ZP:0006124	ZP:0002676
6	13	ZP:0007203	ZP:0007203
6	20	ZP:0007203	ZP:0007203
6	18	ZP:0009010	ZP:0000624
6	4	ZP:0010319	ZP:0001129
6	6	ZP:0010319	ZP:0001129
6	10	ZP:0010319	ZP:0001129
6	13	ZP:0010319	ZP:0001129
6	15	ZP:0010319	ZP:0001129
6	18	ZP:0010319	ZP:0001129
6	22	ZP:0010319	ZP:0001129
6	24	ZP:0010319	ZP:0001129
6	5	ZP:0012799	ZP:0012799
6	9	ZP:0012799	ZP:0012799
6	1	ZP:0014550	ZP:0014550
6	2	ZP:0014550	ZP:0014550
6	4	ZP:0014550	ZP:0014550
6	5	ZP:0014550	ZP:0014550
6	6	ZP:0014550	ZP:0014550
6	9	ZP:0014550	ZP:0014550
6	10	ZP:0014550	ZP:0014550
6	11	ZP:0014550	ZP:0014550
6	12	ZP:0014550	ZP:0014550
6	13	ZP:0014550	ZP:0014550
6	14	ZP:0014550	ZP:0014550
6	16	ZP:0014550	ZP:0014550
6	18	ZP:0014550	ZP:0014550
6	20	ZP:0014550	ZP:0014550
6	22	ZP:0014550	ZP:0014550
6	23	ZP:0014550	ZP:0014550
6	24	ZP:0014550	ZP:0014550
6	1	ZP:0015011	ZP:0007203
6	4	ZP:0015011	ZP:0007203
6	5	ZP:0015011	ZP:0007203
6	16	ZP:0015011	ZP:0007203
6	17	ZP:0015011	ZP:0007203
6	18	ZP:0015011	ZP:0007203
6	21	ZP:0015011	ZP:0007203
6	24	ZP:0015011	ZP:0007203
6	16	ZP:0015121	ZP:0015121
6	22	ZP:0015121	ZP:0015121
6	2	ZP:0019090	ZP:0015121
6	6	ZP:0019090	ZP:0015121
6	11	ZP:0019090	ZP:0015121
6	13	ZP:0019090	ZP:0015121
6	17	ZP:0127709	ZP:0127709
6	13	ZP:0127724	ZP:0127724
8	3	normal	normal
8	21	normal	normal
8	25	normal	normal
8	5	ZP:0000043	ZP:0000943
8	6	ZP:0000043	ZP:0000943
8	16	ZP:0000043	ZP:0000943
8	18	ZP:0000043	ZP:0000943
8	22	ZP:0000043	ZP:0000943
8	4	ZP:0000054	ZP:0001609
8	5	ZP:0000054	ZP:0001609
8	6	ZP:0000054	ZP:0001609
8	9	ZP:0000054	ZP:0001609
8	11	ZP:0000054	ZP:0001609
8	16	ZP:0000054	ZP:0001609
8	18	ZP:0000054	ZP:0001609
8	23	ZP:0000054	ZP:0001609
8	24	ZP:0000054	ZP:0001609
8	26	ZP:0000054	ZP:0001609
8	4	ZP:0000100	ZP:0000100
8	5	ZP:0000100	ZP:0000100
8	6	ZP:0000100	ZP:0000100
8	9	ZP:0000100	ZP:0000100
8	13	ZP:0000100	ZP:0000100
8	16	ZP:0000100	ZP:0000100
8	17	ZP:0000100	ZP:0000100
8	18	ZP:0000100	ZP:0000100
8	19	ZP:0000100	ZP:0000100
8	20	ZP:0000100	ZP:0000100
8	22	ZP:0000100	ZP:0000100
8	24	ZP:0000100	ZP:0000100
8	26	ZP:0000100	ZP:0000100
8	1	ZP:0000102	ZP:0002676
8	2	ZP:0000102	ZP:0002676
8	4	ZP:0000102	ZP:0002676
8	5	ZP:0000102	ZP:0002676
8	9	ZP:0000102	ZP:0002676
8	13	ZP:0000102	ZP:0002676
8	14	ZP:0000102	ZP:0002676
8	15	ZP:0000102	ZP:0002676
8	16	ZP:0000102	ZP:0002676
8	18	ZP:0000102	ZP:0002676
8	22	ZP:0000102	ZP:0002676
8	23	ZP:0000102	ZP:0002676
8	13	ZP:0000122	ZP:0000624
8	5	ZP:0000398	ZP:0000398
8	6	ZP:0000398	ZP:0000398
8	9	ZP:0000398	ZP:0000398
8	15	ZP:0000398	ZP:0000398
8	16	ZP:0000398	ZP:0000398
8	22	ZP:0000398	ZP:0000398
8	26	ZP:0000398	ZP:0000398
8	2	ZP:0000473	ZP:0012799
8	4	ZP:0000473	ZP:0012799
8	5	ZP:0000473	ZP:0012799
8	6	ZP:0000473	ZP:0012799
8	9	ZP:0000473	ZP:0012799
8	10	ZP:0000473	ZP:0012799
8	14	ZP:0000473	ZP:0012799
8	16	ZP:0000473	ZP:0012799
8	18	ZP:0000473	ZP:0012799
8	22	ZP:0000473	ZP:0012799
8	23	ZP:0000473	ZP:0012799
8	18	ZP:0000627	ZP:0000624
8	4	ZP:0000916	ZP:0007203
8	5	ZP:0000916	ZP:0007203
8	6	ZP:0000916	ZP:0007203
8	16	ZP:0000916	ZP:0007203
8	22	ZP:0000916	ZP:0007203
8	23	ZP:0000916	ZP:0007203
8	11	ZP:0000943	ZP:0000943
8	1	ZP:0001192	ZP:0000107
8	2	ZP:0001192	ZP:0000107
8	4	ZP:0001192	ZP:0000107
8	5	ZP:0001192	ZP:0000107
8	6	ZP:0001192	ZP:0000107
8	9	ZP:0001192	ZP:0000107
8	14	ZP:0001192	ZP:0000107
8	15	ZP:0001192	ZP:0000107
8	16	ZP:0001192	ZP:0000107
8	18	ZP:0001192	ZP:0000107
8	20	ZP:0001192	ZP:0000107
8	23	ZP:0001192	ZP:0000107
8	1	ZP:0001211	ZP:0127709
8	2	ZP:0001211	ZP:0127709
8	4	ZP:0001211	ZP:0127709
8	9	ZP:0001211	ZP:0127709
8	10	ZP:0001211	ZP:0127709
8	12	ZP:0001211	ZP:0127709
8	13	ZP:0001211	ZP:0127709
8	17	ZP:0001211	ZP:0127709
8	18	ZP:0001211	ZP:0127709
8	20	ZP:0001211	ZP:0127709
8	23	ZP:0001211	ZP:0127709
8	24	ZP:0001211	ZP:0127709
8	4	ZP:0001601	ZP:0001601
8	6	ZP:0001601	ZP:0001601
8	14	ZP:0001601	ZP:0001601
8	15	ZP:0001601	ZP:0001601
8	16	ZP:0001601	ZP:0001601
8	19	ZP:0001601	ZP:0001601
8	22	ZP:0001601	ZP:0001601
8	23	ZP:0001601	ZP:0001601
8	17	ZP:0001609	ZP:0001609
8	4	ZP:0001610	ZP:0001610
8	6	ZP:0002060	ZP:0002676
8	11	ZP:0002676	ZP:0002676
8	5	ZP:0002944	ZP:0127709
